id,도감번호,이름,설명,타입,키,분류,몸무게,특성
456,372,쉘곤,껍질 안에서는 폭발적인 스피드로 세포가 변화하며 진화의 준비를 하고 있다.,['드래곤'],1.1,인내포켓몬,110.5,['돌머리']
457,373,보만다,드디어 자라난 날개로 넓은 하늘을 날아다닌다. 기쁜 마음에 화염을 뿜어 일대를 불태워 버린다.,"['드래곤', '비행']",1.5,드래곤포켓몬,102.6,['위협']
458,373,메가보만다,칼날처럼 날카로운 날개로 가는 곳을 가로막은 모든 것을 두 동강 내고 계속 날아다닌다.,"['드래곤', '비행']",1.8,드래곤포켓몬,112.6,['스카이스킨']
459,374,메탕,몸에서 나오는 자력과 지상의 자력을 충돌시켜 공중에 떠오른다.,"['강철', '에스퍼']",0.6,철공포켓몬,95.2,['클리어바디']
460,375,메탕구,2마리의 메탕이 합체했다. 2개의 뇌가 연결되었기 때문에 사이코 파워는 보다 강해졌다.,"['강철', '에스퍼']",1.2,철발톱포켓몬,202.5,['클리어바디']
461,376,메타그로스,4개의 다리를 접어서 난다. 4개의 뇌는 슈퍼컴퓨터보다 우수하다고 전해진다.,"['강철', '에스퍼']",1.6,무쇠다리포켓몬,550.0,['클리어바디']
462,376,메가메타그로스,1마리의 메타그로스와 1마리의 메탕구와 2마리의 메탕이 연결된 모습이다.,"['강철', '에스퍼']",2.5,무쇠다리포켓몬,942.9,['단단한발톱']
463,377,레지락,전신이 바위로 되어 있다. 싸움으로 몸이 깨어져도 바위를 붙여서 치료해 버린다.,['바위'],1.7,바위산포켓몬,230.0,['클리어바디']
464,378,레지아이스,빙하기에 생겨난 얼음으로 몸이 만들어져 있다. 마이너스 200도의 냉기를 다룬다.,['얼음'],1.8,빙산포켓몬,175.0,['클리어바디']
465,379,레지스틸,몇만 년 동안 지하의 압력에 의해서 단련된 금속의 몸은 상처 하나 입지 않는다.,['강철'],1.9,쇠철포켓몬,205.0,['클리어바디']
466,380,라티아스,빛을 굴절시키는 깃털로 전신을 둘러싸 모습을 보이지 않게 하는 능력을 가지고 있다.,"['드래곤', '에스퍼']",1.4,무한포켓몬,40.0,['부유']
467,380,메가라티아스,텔레파시로 마음이 통한다. 빛을 굴절시키는 깃털로 몸을 둘러싸 모습을 지운다.,"['드래곤', '에스퍼']",1.8,무한포켓몬,52.0,['부유']
468,381,라티오스,높은 지능을 가진 포켓몬이다. 팔을 접어 날면 제트기를 추월할 만큼 빠르다.,"['드래곤', '에스퍼']",2.0,무한포켓몬,60.0,['부유']
469,381,메가라티오스,높은 지능을 가진 포켓몬이다. 팔을 접어 날면 제트기를 추월할 만큼 빠르다.,"['드래곤', '에스퍼']",2.3,무한포켓몬,70.0,['부유']
470,382,가이오가,많은 비를 내리게 하는 능력으로 바다를 넓혔다고 전해진다. 해구의 밑바닥에서 잠들어 있었다.,['물'],4.5,해저포켓몬,352.0,['잔비']
471,382,원시가이오가,많은 비와 큰 해일로 바다를 넓힌 신화의 포켓몬이다. 그란돈과 격하게 싸웠다.,['물'],9.8,해저포켓몬,430.0,['시작의바다']
472,383,그란돈,먼 옛날 가이오가와 사투를 벌인 후 지하 마그마 속에서 잠들어 있던 포켓몬이다.,['땅'],3.5,대륙포켓몬,950.0,['가뭄']
473,383,원시그란돈,고열로 물을 증발시켜 대지를 넓혔다고 전해진다. 가이오가와 격하게 싸웠다.,"['땅', '불꽃']",5.0,대륙포켓몬,999.7,['끝의대지']
474,384,레쿠쟈,구름보다 아득히 먼 위의 오존층에 서식하고 있기 때문에 지상에서 모습을 볼 수 없다.,"['드래곤', '비행']",7.0,천공포켓몬,206.5,['에어록']
475,384,메가레쿠쟈,구름보다 아득히 먼 위의 오존층에 서식하고 있기 때문에 지상에서 모습을 볼 수 없다.,"['드래곤', '비행']",10.8,천공포켓몬,392.0,['델타스트림']
476,385,지라치,1000년 중 7일 동안만 깨어나 모든 소원을 이루어 주는 능력을 발휘한다고 한다.,"['강철', '에스퍼']",0.3,희망사항포켓몬,1.1,['하늘의은총']
477,386,테오키스,노말폼 운석에 붙어 있던 우주 바이러스의 DNA가 변이하여 생겨난 포켓몬이다.,['에스퍼'],1.7,DNA포켓몬,60.8,['프레셔']
478,386,테오키스,어택폼 운석에 붙어 있던 우주 바이러스의 DNA가 변이하여 생겨난 포켓몬이다.,['에스퍼'],1.7,DNA포켓몬,60.8,['프레셔']
479,386,테오키스,디펜스폼 운석에 붙어 있던 우주 바이러스의 DNA가 변이하여 생겨난 포켓몬이다.,['에스퍼'],1.7,DNA포켓몬,60.8,['프레셔']
480,386,테오키스,스피드폼 운석에 붙어 있던 우주 바이러스의 DNA가 변이하여 생겨난 포켓몬이다.,['에스퍼'],1.7,DNA포켓몬,60.8,['프레셔']
481,387,모부기,흙으로 만들어진 등껍질을 만져 보아 적당히 젖어 있다면 그 모부기는 매우 건강한 것이다.,['풀'],0.4,어린잎포켓몬,10.2,['심록']
482,388,수풀부기,숲에서 사는 수풀부기는 아름다운 샘물이 있는 자신만의 비밀 장소를 갖고 있다고 한다.,['풀'],1.1,나무숲포켓몬,97.0,['심록']
483,389,토대부기,오랜 옛날 사람들은 대지 밑에 거대한 토대부기가 있다고 공상했었다.,"['풀', '땅']",2.2,대륙포켓몬,310.0,['심록']
484,390,불꽃숭이,몸놀림이 매우 가벼운 포켓몬이다. 주변이 불에 타지 않도록 꼬리의 불꽃을 끈 다음에 잠든다.,['불꽃'],0.5,꼬마원숭이포켓몬,6.2,['맹화']
485,391,파이숭이,꼬리의 불꽃 세기를 잘 컨트롤하여 자신에게 맞는 거리를 두고 싸운다..,"['불꽃', '격투']",0.9,개구쟁이포켓몬,22.0,['맹화']
486,392,초염몽,스피드로 상대를 농락한다. 양팔 양다리를 활용한 독특한 방식으로 싸운다.,"['불꽃', '격투']",1.2,화염포켓몬,55.0,['맹화']
487,393,팽도리,걷는 것이 서툴러서 넘어질 때도 있지만 프라이드가 높은 팽도리는 신경 쓰지 않고 당당하게 가슴을 편다.,['물'],0.4,펭귄포켓몬,5.2,['급류']
488,394,팽태자,무리를 만들지 않고 생활한다. 날개의 강렬한 일격은 큰 나무를 두 동강으로 꺾는다.,['물'],0.8,펭귄포켓몬,23.0,['급류']
489,395,엠페르트,프라이드를 건드리는 자는 유빙까지도 절단하는 날개로 두 동강을 낸다.,"['물', '강철']",1.7,황제포켓몬,84.5,['급류']
490,396,찌르꼬,벌레포켓몬을 노리고 산과 들을 많은 무리로 날아다닌다. 울음소리가 무척 시끄럽다.,"['노말', '비행']",0.3,찌르레기포켓몬,2.0,['날카로운눈']
491,397,찌르버드,자신의 약함을 잘 알고 있기에 항상 무리를 지어 살고 있다. 혼자가 되면 요란하게 운다.,"['노말', '비행']",0.6,찌르레기포켓몬,15.5,['위협']
492,398,찌르호크,찌르호크가 되면 무리에서 떨어져 혼자서 살아간다. 강인한 날개를 가지고 있다.,"['노말', '비행']",1.2,맹금포켓몬,24.9,['위협']
493,399,비버니,어떤 것에도 동요하지 않는 대담한 신경의 소유자다. 보기보다는 기민하게 활동한다.,['노말'],0.5,둥글쥐포켓몬,20.0,"['단순', '천진']"
494,400,비버통,강을 나무줄기나 진흙의 댐으로 막아서 거처를 만든다. 부지런한 일꾼으로 알려져 있다.,"['노말', '물']",1.0,비버포켓몬,31.5,"['단순', '천진']"
495,401,귀뚤뚜기,다리가 짧아 넘어지려고 할 때마다 단단한 더듬이가 서로 비벼져서 실로폰 같은 소리가 울린다.,['벌레'],0.3,귀뚜라미포켓몬,2.2,['탈피']
496,402,귀뚤톡크,몸 안에 있는 빈 공간으로 소리를 메아리치게 해 아름다운 울음소리가 된다.,['벌레'],1.0,귀뚜라미포켓몬,25.5,['벌레의알림']
497,403,꼬링크,몸을 움직일 때마다 근육이 늘어났다 줄어들었다 하여 전기가 발생한다. 궁지에 몰리면 몸이 빛난다.,['전기'],0.5,섬광포켓몬,9.5,"['투쟁심', '위협']"
498,404,럭시오,날카로운 발톱의 끝에는 강한 전기가 흐르고 있어서 살짝 스치는 것만으로 상대를 기절시킨다.,['전기'],0.9,전광포켓몬,30.5,"['투쟁심', '위협']"
499,405,렌트라,벽 저편까지 볼 수 있는 힘으로 도망친 먹이를 쫓는 것 이외에도 미아가 된 아이를 찾기도 한다.,['전기'],1.4,안광포켓몬,42.0,"['투쟁심', '위협']"
500,406,꼬몽울,겨울 동안 봉오리를 닫고 추위를 견딘다. 봄이 되면 봉오리를 펴서 꽃가루를 날린다.,"['풀', '독']",0.2,꽃봉오리포켓몬,1.2,"['자연회복', '독가시']"
501,407,로즈레이드,달콤한 향기로 유인하여 양팔의 꽃다발 속에 있는 가시의 채찍으로 꼼짝 못 하게 한다.,"['풀', '독']",0.9,부케포켓몬,14.5,"['자연회복', '독가시']"
502,408,두개도스,1억 년 정도 전의 밀림에서 살았었다. 특기인 박치기로 프테라에게 저항했었다.,['바위'],0.9,박치기포켓몬,31.5,['틀깨기']
503,409,램펄드,어떤 충격에도 견딜 수 있는 두꺼운 두개골에 눌려 뇌가 자라지 않았다.,['바위'],1.6,박치기포켓몬,102.5,['틀깨기']
504,410,방패톱스,뛰어난 방어력을 지녔다. 그 덕분에 특별히 다투는 일도 없이 풀이나 나무열매를 먹으며 지낸다.,"['바위', '강철']",0.5,실드포켓몬,57.0,['옹골참']
505,411,바리톱스,정면에서라면 어떤 공격이든 가드할 수 있지만 뒤에서 습격당하면 방법이 없다.,"['바위', '강철']",1.3,실드포켓몬,149.5,['옹골참']
506,412,도롱충이,초목도롱 차가운 초겨울 바람을 막으려고 작은 가지나 낙엽을 재료로 도롱이를 만들어 몸을 감싼다.,['벌레'],0.2,도롱이벌레포켓몬,3.4,['탈피']
507,412,도롱충이,모래땅도롱 차가운 초겨울 바람을 막으려고 작은 가지나 낙엽을 재료로 도롱이를 만들어 몸을 감싼다.,['벌레'],0.2,도롱이벌레포켓몬,3.4,['탈피']
508,412,도롱충이,슈레도롱 차가운 초겨울 바람을 막으려고 작은 가지나 낙엽을 재료로 도롱이를 만들어 몸을 감싼다.,['벌레'],0.2,도롱이벌레포켓몬,3.4,['탈피']
509,413,도롱마담,초목도롱 도롱충이로부터 진화할 때 도롱이가 몸의 일부가 되었다. 일생 도롱이를 벗는 일은 없다.,"['벌레', '풀']",0.5,도롱이벌레포켓몬,6.5,['위험예지']
510,413,도롱마담,모래땅도롱 도롱충이로부터 진화할 때 도롱이가 몸의 일부가 되었다. 일생 도롱이를 벗는 일은 없다.,"['벌레', '땅']",0.5,도롱이벌레포켓몬,6.5,['위험예지']
511,413,도롱마담,슈레도롱 도롱충이로부터 진화할 때 도롱이가 몸의 일부가 되었다. 일생 도롱이를 벗는 일은 없다.,"['벌레', '강철']",0.5,도롱이벌레포켓몬,6.5,['위험예지']
512,414,나메일,꽃의 꿀을 매우 좋아한다. 세꿀버리가 모아 둔 꿀을 가로채어 먹어 버린다.,"['벌레', '비행']",0.9,나방포켓몬,23.3,['벌레의알림']
513,415,세꿀버리,밤이 되면 100마리 정도의 세꿀버리가 모여 커다란 덩어리가 되어 잠잔다.,"['벌레', '비행']",0.3,꼬마벌포켓몬,5.5,['꿀모으기']
514,416,비퀸,몸통은 새끼들의 둥지다. 여러 페로몬을 내뿜어 새끼들을 자유롭게 조종한다.,"['벌레', '비행']",1.2,벌집포켓몬,38.5,['프레셔']
515,417,파치리스,볼에 전기 주머니를 가진 포켓몬의 일종. 꼬리에 모인 전기를 방출한다.,['전기'],0.4,전기다람쥐포켓몬,3.9,"['도주', '픽업']"
516,418,브이젤,꼬리를 스크루처럼 돌려서 수중을 헤엄치는 것뿐만 아니라 엉겨 붙는 해초도 자를 수 있다.,['물'],0.7,바다족제비포켓몬,29.5,['쓱쓱']
517,419,플로젤,부낭을 부풀리면 사람을 등에 태울 수 있다. 부낭을 오그라들게 하여 잠수한다.,['물'],1.1,바다족제비포켓몬,33.5,['쓱쓱']
518,420,체리버,진화에 필요한 영양분이 작은 구슬에 모여 있다. 매우 달고 맛있는 듯하다.,['풀'],0.4,버찌포켓몬,3.3,['엽록소']
519,421,체리꼬,네거폼 햇살이 강해지면 꽃이 핀다. 봉오리일 때에 참고 견딘 울분을 한번에 푸는 것이다.,['풀'],0.5,벚꽃포켓몬,9.3,['플라워기프트']
520,421,체리꼬,포지폼 햇살이 강해지면 꽃이 핀다. 봉오리일 때에 참고 견딘 울분을 한번에 푸는 것이다.,['풀'],0.5,벚꽃포켓몬,9.3,['플라워기프트']
521,422,깝질무,서쪽바다 옛날에는 등에 조개껍질을 지고 있었다. 셀러 등과 가까운 종류의 포켓몬.,['물'],0.3,갯민숭달팽이포켓몬,6.3,"['점착', '마중물']"
522,422,깝질무,동쪽바다 이 모습을 한 깝질무의 수가 점점 줄어들고 있다는 논문이 최근 발표되었다.,['물'],0.3,갯민숭달팽이포켓몬,6.3,"['점착', '마중물']"
523,423,트리토돈,서쪽바다 온몸이 점액으로 끈적거린다. 옛날에는 이 모습의 개체가 압도적으로 더 많았다.,"['물', '땅']",0.9,갯민숭달팽이포켓몬,29.9,"['점착', '마중물']"
524,423,트리토돈,"동쪽바다 평소에는 물가에 있지만, 비가 오래 내리면 바다에서 멀리 떨어진 산에서 발견될 때도 있다.","['물', '땅']",0.9,갯민숭달팽이포켓몬,29.9,"['점착', '마중물']"
525,424,겟핸보숭,큰 나무 위에서 산다. 동료와 꼬리를 이으면 기분을 전달할 수 있다고 전해진다.,['노말'],1.2,긴꼬리포켓몬,20.3,"['테크니션', '픽업']"
526,425,흔들풍손,풍선으로 착각해 흔들풍손을 가지고 있었던 어린아이가 사라지는 경우가 있다고 한다.,"['고스트', '비행']",0.4,풍선포켓몬,1.2,"['유폭', '곡예']"
527,426,둥실라이드,몸 안에서 가스를 만들거나 토해 내며 하늘을 나는 높이를 조절한다.,"['고스트', '비행']",1.2,기구포켓몬,15.0,"['유폭', '곡예']"
528,427,이어롤,말고 있던 귀를 기세 좋게 뻗어서 상대를 힘껏 친다. 어른이라도 펄쩍 뛸 만큼 아프다.,['노말'],0.4,토끼포켓몬,5.5,"['도주', '서투름']"
529,428,이어롭,경계심이 강한 포켓몬이다. 위험을 느끼면 푹신푹신한 귀 끝의 털로 몸을 감싼다.,['노말'],1.2,토끼포켓몬,33.3,"['헤롱헤롱바디', '서투름']"
530,428,메가이어롭,경계심이 아주 강하다. 위험을 감지하면 가뿐하게 뛰어올라 달아난다.,"['노말', '격투']",1.3,토끼포켓몬,28.3,['배짱']
531,429,무우마직,주문 같은 울음소리지만 가끔 상대를 행복하게 만드는 효과도 감춰져 있다고 한다.,['고스트'],0.9,매지컬포켓몬,4.4,['부유']
532,430,돈크로우,인정사정 없는 성격. 부하인 니로우의 실패는 절대 용서하지 않는다고 전해진다.,"['악', '비행']",0.9,큰형님포켓몬,27.3,"['불면', '대운']"
533,431,나옹마,마음에 안 들면 발톱을 세우지만 가끔 울음소리로 응석을 부리는 성격이 일부에게 매우 인기가 있다.,['노말'],0.5,내숭포켓몬,3.9,"['유연', '마이페이스']"
534,432,몬냥이,다른 포켓몬의 거처라 할지라도 아무렇지 않게 들어가서 쿨쿨 잘 정도로 뻔뻔하다.,['노말'],1.0,얼룩고양이포켓몬,43.8,"['두꺼운지방', '마이페이스']"
535,433,랑딸랑,뛰어오르면 입안에 있는 구슬이 이리저리 부딪치며 방울 같은 음색을 만들어 낸다.,['에스퍼'],0.2,방울포켓몬,0.6,['부유']
536,434,스컹뿡,엉덩이에서 뿜어지는 역한 분비액의 냄새는 반경 2km까지 멀리 퍼져 주변의 포켓몬이 자리를 뜨게 한다.,"['독', '악']",0.4,스컹크포켓몬,19.2,"['악취', '유폭']"
537,435,스컹탱크,꼬리 끝에서 심한 냄새가 나는 액체를 날려 공격하지만 위에서 공격을 받게 되면 당황한다.,"['독', '악']",1.0,스컹크포켓몬,38.0,"['악취', '유폭']"
538,436,동미러,옛날 사람들은 동미러의 등 무늬에 신비한 힘이 깃들어 있다고 믿었다.,"['강철', '에스퍼']",0.5,청동포켓몬,60.5,"['부유', '내열']"
539,437,동탁군,비구름을 부르는 포켓몬으로 아주 옛날부터 떠받들어졌다. 가끔 땅에 묻혀 있다.,"['강철', '에스퍼']",1.3,동탁포켓몬,187.0,"['부유', '내열']"
540,438,꼬지지,체내의 불필요한 수분을 눈으로 내보내 조절한다. 울고 있는 것처럼 보일 뿐이다.,['바위'],0.5,분재포켓몬,15.0,"['옹골참', '돌머리']"
